serie,delta,iter,peor_eig
control δ=2,2.0,7820,0.4513314605450913
control δ=2,2.0,7840,0.4511778882840617
control δ=2,2.0,7860,0.45102613672268915
control δ=2,2.0,7880,0.45087642312057874
control δ=2,2.0,7900,0.45072897911730125
control δ=2,2.0,7920,0.45058405154583026
control δ=2,2.0,7940,0.4504419032765691
control δ=2,2.0,7960,0.4503028140913158
control δ=2,2.0,7980,0.4501670815842854
control δ=2,2.0,8000,0.45003502208829516
paper δ=1.29,1.29,20,-1.944903763709259
paper δ=1.29,1.29,40,11.433442471894342
paper δ=1.29,1.29,60,20.97142957405849
paper δ=1.29,1.29,80,25.97513764146399
paper δ=1.29,1.29,100,31.31731837642458
paper δ=1.29,1.29,120,36.913331449302255
paper δ=1.29,1.29,140,43.12633066215887
paper δ=1.29,1.29,160,50.11993367792048
paper δ=1.29,1.29,180,64.8832637249791
paper δ=1.29,1.29,200,32.60765640487438
paper δ=1.29,1.29,220,42.85153415485678
paper δ=1.29,1.29,240,42.97501578562083
paper δ=1.29,1.29,260,46.60570149370764
paper δ=1.29,1.29,280,49.90731811626622
paper δ=1.29,1.29,300,53.407866865420836
paper δ=1.29,1.29,320,57.18223844287496
paper δ=1.29,1.29,340,61.083306327854885
paper δ=1.29,1.29,360,65.12772672753192
paper δ=1.29,1.29,380,69.26362011935626
paper δ=1.29,1.29,400,73.45712571215765
paper δ=1.29,1.29,420,77.67476311604011
paper δ=1.29,1.29,440,81.88639400106435
paper δ=1.29,1.29,460,86.06757836533636
paper δ=1.29,1.29,480,90.19938733654914
paper δ=1.29,1.29,500,94.26870557453252
paper δ=1.29,1.29,520,98.26788836777799
paper δ=1.29,1.29,540,102.19416476430943
paper δ=1.29,1.29,560,106.04889964223679
paper δ=1.29,1.29,580,109.83678784474127
paper δ=1.29,1.29,600,113.56507103292981
paper δ=1.29,1.29,620,117.24282552066231
paper δ=1.29,1.29,640,120.88035024940729
paper δ=1.29,1.29,660,124.48866611623747
paper δ=1.29,1.29,680,128.07912469961448
paper δ=1.29,1.29,700,131.66311675285166
paper δ=1.29,1.29,720,135.25186674575272
paper δ=1.29,1.29,740,138.85629845071452
paper δ=1.29,1.29,760,142.4869570541518
paper δ=1.29,1.29,780,146.15397477464748
paper δ=1.29,1.29,800,149.86706890010976
paper δ=1.29,1.29,820,153.63556319836653
paper δ=1.29,1.29,840,157.46842555031319
paper δ=1.29,1.29,860,161.37431634937226
paper δ=1.29,1.29,880,165.3616436147271
paper δ=1.29,1.29,900,169.43862190743744
paper δ=1.29,1.29,920,173.61333306733522
paper δ=1.29,1.29,940,177.89378745934195
paper δ=1.29,1.29,960,182.28798499109726
paper δ=1.29,1.29,980,186.80397552427144
paper δ=1.29,1.29,1000,191.44991863703504
paper δ=1.29,1.29,1020,196.2341428887482
paper δ=1.29,1.29,1040,201.16520490111628
paper δ=1.29,1.29,1060,206.25194871083764
paper δ=1.29,1.29,1080,211.50356591907408
paper δ=1.29,1.29,1100,216.9296572440426
paper δ=1.29,1.29,1120,222.5402961648307
paper δ=1.29,1.29,1140,228.34609538262094
paper δ=1.29,1.29,1160,234.358276923935
paper δ=1.29,1.29,1180,240.58874675476704
paper δ=1.29,1.29,1200,247.0501748774478
paper δ=1.29,1.29,1220,253.75608198868213
paper δ=1.29,1.29,1240,260.72093388929676
paper δ=1.29,1.29,1260,267.9602449762356
paper δ=1.29,1.29,1280,275.49069234441413
paper δ=1.29,1.29,1300,283.330242226446
paper δ=1.29,1.29,1320,291.4982907414992
paper δ=1.29,1.29,1340,300.01582125537396
paper δ=1.29,1.29,1360,308.90558098986213
paper δ=1.29,1.29,1380,318.19228000728964
paper δ=1.29,1.29,1400,327.9028161929933
paper δ=1.29,1.29,1420,338.06653050929816
paper δ=1.29,1.29,1440,348.71549764821174
paper δ=1.29,1.29,1460,359.88485805385005
paper δ=1.29,1.29,1480,371.6131986097534
paper δ=1.29,1.29,1500,383.9429905994461
paper δ=1.29,1.29,1520,396.9210954397106
paper δ=1.29,1.29,1540,410.5993508298972
paper δ=1.29,1.29,1560,425.0352527899393
paper δ=1.29,1.29,1580,440.29275246309885
paper δ=1.29,1.29,1600,456.44319097097645
paper δ=1.29,1.29,1620,473.56640115412625
paper δ=1.29,1.29,1640,491.7520120326516
paper δ=1.29,1.29,1660,511.10100102508426
paper δ=1.29,1.29,1680,531.7275506200615
paper δ=1.29,1.29,1700,553.761281587015
paper δ=1.29,1.29,1720,577.3499550295361
paper δ=1.29,1.29,1740,602.6627622240061
paper δ=1.29,1.29,1760,629.8943571993757
paper δ=1.29,1.29,1780,659.2698352560682
paper δ=1.29,1.29,1800,691.0509269222889
paper δ=1.29,1.29,1820,725.5437683314651
paper δ=1.29,1.29,1840,763.1087366299203
paper δ=1.29,1.29,1860,804.1730206791401
paper δ=1.29,1.29,1880,849.2468574703614
paper δ=1.29,1.29,1900,898.9447451982005
paper δ=1.29,1.29,1920,954.0135084412736
paper δ=1.29,1.29,1940,1015.369944590961
paper δ=1.29,1.29,1960,1084.1520979120403
paper δ=1.29,1.29,1980,1161.7902860917789
paper δ=1.29,1.29,2000,1250.107365731861
paper δ=1.29,1.29,2020,1351.4633143062679
paper δ=1.29,1.29,2040,1468.9687971507963
paper δ=1.29,1.29,2060,1606.8094394135617
paper δ=1.29,1.29,2080,1770.7540815853613
paper δ=1.29,1.29,2100,1968.9815250677193
paper δ=1.29,1.29,2120,2213.4857585653563
paper δ=1.29,1.29,2140,2522.594237130543
paper δ=1.29,1.29,2160,2925.7842135712726
paper δ=1.29,1.29,2180,3473.682574230077
paper δ=1.29,1.29,2200,4261.180242333502
paper δ=1.29,1.29,2220,5489.340088435208
paper δ=1.29,1.29,2240,7671.556825898729
paper δ=1.29,1.29,2260,12625.092759882275
paper δ=1.29,1.29,2280,34809.247487777975
paper δ=1.29,1.29,2300,-0.753552252179361
paper δ=1.29,1.29,2320,-0.7473199562919035
paper δ=1.29,1.29,2340,-0.741119848762537
paper δ=1.29,1.29,2360,-0.7349517607945018
paper δ=1.29,1.29,2380,-0.7288155231008204
paper δ=1.29,1.29,2400,-0.7227109659756934
paper δ=1.29,1.29,2420,-0.7166379193508874
paper δ=1.29,1.29,2440,-0.7105962128439387
paper δ=1.29,1.29,2460,-0.70458567584501
paper δ=1.29,1.29,2480,-0.6986061375382633
paper δ=1.29,1.29,2500,-0.6926574269750745
paper δ=1.29,1.29,2520,-0.6867393731320135
paper δ=1.29,1.29,2540,-0.6808518049265331
paper δ=1.29,1.29,2560,-0.6749945513042803
paper δ=1.29,1.29,2580,-0.6691674412413704
paper δ=1.29,1.29,2600,-0.6633703038360181
paper δ=1.29,1.29,2620,-0.6576029682967146
paper δ=1.29,1.29,2640,-0.6518652640238543
paper δ=1.29,1.29,2660,-0.64615702062747
paper δ=1.29,1.29,2680,-0.6404780679565647
paper δ=1.29,1.29,2700,-0.6348282361657311
paper δ=1.29,1.29,2720,-0.6292073556974174
paper δ=1.29,1.29,2740,-0.6236152573592335
paper δ=1.29,1.29,2760,-0.618051772324975
paper δ=1.29,1.29,2780,-0.6125167321848721
paper δ=1.29,1.29,2800,-0.6070099689497965
paper δ=1.29,1.29,2820,-0.6015313150976453
paper δ=1.29,1.29,2840,-0.5960806035818678
paper δ=1.29,1.29,2860,-0.5906576678625015
paper δ=1.29,1.29,2880,-0.5852623419357315
paper δ=1.29,1.29,2900,-0.5798944603404834
paper δ=1.29,1.29,2920,-0.5745538581816163
paper δ=1.29,1.29,2940,-0.5692403711693714
paper δ=1.29,1.29,2960,-0.5639538356037974
paper δ=1.29,1.29,2980,-0.5586940884195428
paper δ=1.29,1.29,3000,-0.5534609671834687
paper δ=1.29,1.29,3020,-0.5482543101328474
paper δ=1.29,1.29,3040,-0.5430739561663813
paper δ=1.29,1.29,3060,-0.5379197448646664
paper δ=1.29,1.29,3080,-0.5327915165187278
paper δ=1.29,1.29,3100,-0.5276891121189919
paper δ=1.29,1.29,3120,-0.5226123733871191
paper δ=1.29,1.29,3140,-0.5175611427704325
paper δ=1.29,1.29,3160,-0.512535263460677
paper δ=1.29,1.29,3180,-0.507534579410958
paper δ=1.29,1.29,3200,-0.5025589353261921
paper δ=1.29,1.29,3220,-0.4976081766895959
paper δ=1.29,1.29,3240,-0.49268214976325453
paper δ=1.29,1.29,3260,-0.4877807015882354
paper δ=1.29,1.29,3280,-0.48290368000550643
paper δ=1.29,1.29,3300,-0.47805093365298035
paper δ=1.29,1.29,3320,-0.4732223119722221
paper δ=1.29,1.29,3340,-0.46841766521788486
paper δ=1.29,1.29,3360,-0.4636368444596428
paper δ=1.29,1.29,3380,-0.4588797015891828
paper δ=1.29,1.29,3400,-0.4541460893151452
paper δ=1.29,1.29,3420,-0.4494358611821099
paper δ=1.29,1.29,3440,-0.4447488715605914
paper δ=1.29,1.29,3460,-0.44008497565653215
paper δ=1.29,1.29,3480,-0.4354440295132349
paper δ=1.29,1.29,3500,-0.4308258900173314
paper δ=1.29,1.29,3520,-0.426230414883662
paper δ=1.29,1.29,3540,-0.4216574626873353
paper δ=1.29,1.29,3560,-0.41710689282786007
paper δ=1.29,1.29,3580,-0.4125785655670029
paper δ=1.29,1.29,3600,-0.4080723419999117
paper δ=1.29,1.29,3620,-0.4035880840767163
paper δ=1.29,1.29,3640,-0.3991256545889996
paper δ=1.29,1.29,3660,-0.39468491717025245
paper δ=1.29,1.29,3680,-0.3902657363113917
paper δ=1.29,1.29,3700,-0.38586797734853917
paper δ=1.29,1.29,3720,-0.38149150644602514
paper δ=1.29,1.29,3740,-0.3771361906331663
paper δ=1.29,1.29,3760,-0.3728018977675447
paper δ=1.29,1.29,3780,-0.36848849656018956
paper δ=1.29,1.29,3800,-0.36419585655681885
paper δ=1.29,1.29,3820,-0.3599238481400562
paper δ=1.29,1.29,3840,-0.3556723425332393
paper δ=1.29,1.29,3860,-0.3514412117909842
paper δ=1.29,1.29,3880,-0.34723032881112204
paper δ=1.29,1.29,3900,-0.34303956730894924
paper δ=1.29,1.29,3920,-0.33886880183450785
paper δ=1.29,1.29,3940,-0.3347179077747455
paper δ=1.29,1.29,3960,-0.3305867613229907
paper δ=1.29,1.29,3980,-0.326475239494016
paper δ=1.29,1.29,4000,-0.32238322013989773
paper δ=1.29,1.29,4020,-0.3183105819049956
paper δ=1.29,1.29,4040,-0.3142572042652887
paper δ=1.29,1.29,4060,-0.31022296749085854
paper δ=1.29,1.29,4080,-0.3062077526650455
paper δ=1.29,1.29,4100,-0.30221144167023795
paper δ=1.29,1.29,4120,-0.29823391718508674
paper δ=1.29,1.29,4140,-0.2942750626986026
paper δ=1.29,1.29,4160,-0.29033476247212775
paper δ=1.29,1.29,4180,-0.2864129015698609
paper δ=1.29,1.29,4200,-0.2825093658347555
paper δ=1.29,1.29,4220,-0.2786240418965349
paper δ=1.29,1.29,4240,-0.27475681714582834
paper δ=1.29,1.29,4260,-0.2709075797666287
paper δ=1.29,1.29,4280,-0.26707621870190223
paper δ=1.29,1.29,4300,-0.26326262366421815
paper δ=1.29,1.29,4320,-0.25946668512403903
paper δ=1.29,1.29,4340,-0.25568829431330187
paper δ=1.29,1.29,4360,-0.25192734321132093
paper δ=1.29,1.29,4380,-0.24818372455166582
paper δ=1.29,1.29,4400,-0.24445733181431706
paper δ=1.29,1.29,4420,-0.24074805921645748
paper δ=1.29,1.29,4440,-0.23705580170587837
paper δ=1.29,1.29,4460,-0.23338045498257998
paper δ=1.29,1.29,4480,-0.22972191545494525
paper δ=1.29,1.29,4500,-0.22608008026742255
paper δ=1.29,1.29,4520,-0.22245484727420717
paper δ=1.29,1.29,4540,-0.21884611505220164
paper δ=1.29,1.29,4560,-0.2152537828911818
paper δ=1.29,1.29,4580,-0.2116777507773122
paper δ=1.29,1.29,4600,-0.20811791940570856
paper δ=1.29,1.29,4620,-0.2045741901747533
paper δ=1.29,1.29,4640,-0.20104646516574576
paper δ=1.29,1.29,4660,-0.19753464715165592
paper δ=1.29,1.29,4680,-0.19403863959911405
paper δ=1.29,1.29,4700,-0.19055834664186477
paper δ=1.29,1.29,4720,-0.18709367309890013
paper δ=1.29,1.29,4740,-0.1836445244576339
paper δ=1.29,1.29,4760,-0.18021080686980895
paper δ=1.29,1.29,4780,-0.17679242715496457
paper δ=1.29,1.29,4800,-0.17338929278969317
paper δ=1.29,1.29,4820,-0.17000131189865897
paper δ=1.29,1.29,4840,-0.16662839326602352
paper δ=1.29,1.29,4860,-0.1632704463080472
paper δ=1.29,1.29,4880,-0.159927381090597
paper δ=1.29,1.29,4900,-0.1565991083194831
paper δ=1.29,1.29,4920,-0.1532855393253385
paper δ=1.29,1.29,4940,-0.14998658606270965
paper δ=1.29,1.29,4960,-0.14670216112142498
paper δ=1.29,1.29,4980,-0.14343217769970806
paper δ=1.29,1.29,5000,-0.1401765496103735
paper δ=1.29,1.29,5020,-0.1369351912845218
paper δ=1.29,1.29,5040,-0.13370801775459995
paper δ=1.29,1.29,5060,-0.13049494465360567
paper δ=1.29,1.29,5080,-0.12729588821446214
paper δ=1.29,1.29,5100,-0.12411076525171438
paper δ=1.29,1.29,5120,-0.12093949319324793
paper δ=1.29,1.29,5140,-0.11778199002509382
paper δ=1.29,1.29,5160,-0.11463817432917267
paper δ=1.29,1.29,5180,-0.11150796525845408
paper δ=1.29,1.29,5200,-0.1083912825436073
paper δ=1.29,1.29,5220,-0.1052880464737882
paper δ=1.29,1.29,5240,-0.10219817790704155
paper δ=1.29,1.29,5260,-0.09912159825728395
paper δ=1.29,1.29,5280,-0.09605822950305765
paper δ=1.29,1.29,5300,-0.09300799416342898
paper δ=1.29,1.29,5320,-0.08997081531367712
paper δ=1.29,1.29,5340,-0.086946616563921
paper δ=1.29,1.29,5360,-0.08393532207065846
paper δ=1.29,1.29,5380,-0.0809368565181785
paper δ=1.29,1.29,5400,-0.07795114513328372
paper δ=1.29,1.29,5420,-0.07497811365726648
paper δ=1.29,1.29,5440,-0.07201768836284828
paper δ=1.29,1.29,5460,-0.06906979603905938
paper δ=1.29,1.29,5480,-0.06613436399163675
paper δ=1.29,1.29,5500,-0.06321132004063656
paper δ=1.29,1.29,5520,-0.060300592506337125
paper δ=1.29,1.29,5540,-0.05740211022174435
paper δ=1.29,1.29,5560,-0.05451580251548194
paper δ=1.29,1.29,5580,-0.05164159920923339
paper δ=1.29,1.29,5600,-0.048779430624847464
paper δ=1.29,1.29,5620,-0.04592922757086626
paper δ=1.29,1.29,5640,-0.0430909213350219
paper δ=1.29,1.29,5660,-0.04026444369225146
paper δ=1.29,1.29,5680,-0.03744972689366932
paper δ=1.29,1.29,5700,-0.03464670367088729
paper δ=1.29,1.29,5720,-0.03185530721458463
paper δ=1.29,1.29,5740,-0.029075471192186342
paper δ=1.29,1.29,5760,-0.02630712972506899
paper δ=1.29,1.29,5780,-0.023550217405670537
paper δ=1.29,1.29,5800,-0.02080466927151292
paper δ=1.29,1.29,5820,-0.018070420825324618
paper δ=1.29,1.29,5840,-0.015347408009631636
paper δ=1.29,1.29,5860,-0.012635567212726073
paper δ=1.29,1.29,5880,-0.009934835271678821
paper δ=1.29,1.29,5900,-0.007245149462733025
paper δ=1.29,1.29,5920,-0.004566447489708025
paper δ=1.29,1.29,5940,-0.0018986674931511516
paper δ=1.29,1.29,5960,0.0007582519524476083
paper δ=1.29,1.29,5980,0.003404371852298027
paper δ=1.29,1.29,6000,0.006039752788922215
paper δ=1.29,1.29,6020,0.008664454922609366
paper δ=1.29,1.29,6040,0.011278538003693939
paper δ=1.29,1.29,6060,0.013882061363119647
paper δ=1.29,1.29,6080,0.016475083921363876
paper δ=1.29,1.29,6100,0.01905766419952215
paper δ=1.29,1.29,6120,0.021629860312657456
paper δ=1.29,1.29,6140,0.02419172997417718
paper δ=1.29,1.29,6160,0.026743330496344697
paper δ=1.29,1.29,6180,0.0292847188104588
paper δ=1.29,1.29,6200,0.03181595144218363
paper δ=1.29,1.29,6220,0.03433708453553663
paper δ=1.29,1.29,6240,0.03684817385550332
paper δ=1.29,1.29,6260,0.03934927477058636
paper δ=1.29,1.29,6280,0.041840442285831614
paper δ=1.29,1.29,6300,0.04432173102111392
paper δ=1.29,1.29,6320,0.046793195229042794
paper δ=1.29,1.29,6340,0.0492548887835369
paper δ=1.29,1.29,6360,0.05170686519500123
paper δ=1.29,1.29,6380,0.054149177615499866
paper δ=1.29,1.29,6400,0.05658187882357879
paper δ=1.29,1.29,6420,0.05900502125359708
paper δ=1.29,1.29,6440,0.06141865696838522
paper δ=1.29,1.29,6460,0.06382283769164587
paper δ=1.29,1.29,6480,0.0662176147851028
paper δ=1.29,1.29,6500,0.06860303926839606
paper δ=1.29,1.29,6520,0.0709791618124882
paper δ=1.29,1.29,6540,0.07334603275074869
paper δ=1.29,1.29,6560,0.07570370206923371
paper δ=1.29,1.29,6580,0.07805221942550133
paper δ=1.29,1.29,6600,0.08039163414122186
paper δ=1.29,1.29,6620,0.0827219951950724
paper δ=1.29,1.29,6640,0.0850433512462132
paper δ=1.29,1.29,6660,0.08735575062763701
paper δ=1.29,1.29,6680,0.08965924134469105
paper δ=1.29,1.29,6700,0.09195387107968145
paper δ=1.29,1.29,6720,0.09423968719488585
paper δ=1.29,1.29,6740,0.09651673674210315
paper δ=1.29,1.29,6760,0.09878506644986373
paper δ=1.29,1.29,6780,0.10104472274406362
paper δ=1.29,1.29,6800,0.10329575173028616
paper δ=1.29,1.29,6820,0.10553819921477725
paper δ=1.29,1.29,6840,0.10777211069512305
paper δ=1.29,1.29,6860,0.1099975313691175
paper δ=1.29,1.29,6880,0.1122145061318065
paper δ=1.29,1.29,6900,0.11442307957975117
paper δ=1.29,1.29,6920,0.11662329601591637
paper δ=1.29,1.29,6940,0.11881519945313812
paper δ=1.29,1.29,6960,0.1209988336034371
paper δ=1.29,1.29,6980,0.1231742418976296
paper δ=1.29,1.29,7000,0.12534146747913155
paper δ=1.29,1.29,7020,0.12750055320248066
paper δ=1.29,1.29,7040,0.12965154164822934
paper δ=1.29,1.29,7060,0.13179447510685804
paper δ=1.29,1.29,7080,0.13392939560037576
paper δ=1.29,1.29,7100,0.1360563448658354
paper δ=1.29,1.29,7120,0.13817536437471745
paper δ=1.29,1.29,7140,0.140286495320197
paper δ=1.29,1.29,7160,0.14238977862788715
paper δ=1.29,1.29,7180,0.1444852549604434
paper δ=1.29,1.29,7200,0.1465729647083549
paper δ=1.29,1.29,7220,0.14865294800273432
paper δ=1.29,1.29,7240,0.1507252447142946
paper δ=1.29,1.29,7260,0.1527898944507342
paper δ=1.29,1.29,7280,0.1548469365604319
paper δ=1.29,1.29,7300,0.15689641014637346
paper δ=1.29,1.29,7320,0.15893835404472156
paper δ=1.29,1.29,7340,0.1609728068515608
paper δ=1.29,1.29,7360,0.16299980690538973
paper δ=1.29,1.29,7380,0.16501939230076346
paper δ=1.29,1.29,7400,0.1670316008857924
paper δ=1.29,1.29,7420,0.1690364702625402
paper δ=1.29,1.29,7440,0.17103403779267978
paper δ=1.29,1.29,7460,0.17302434059817529
paper δ=1.29,1.29,7480,0.17500741556060007
paper δ=1.29,1.29,7500,0.17698329932397883
paper δ=1.29,1.29,7520,0.17895202830328572
paper δ=1.29,1.29,7540,0.18091363866977872
paper δ=1.29,1.29,7560,0.18286816637333914
paper δ=1.29,1.29,7580,0.18481564713010812
paper δ=1.29,1.29,7600,0.18675611642811418
paper δ=1.29,1.29,7620,0.18868960952715952
paper δ=1.29,1.29,7640,0.19061616146646543
paper δ=1.29,1.29,7660,0.19253580706055118
paper δ=1.29,1.29,7680,0.1944485809026446
paper δ=1.29,1.29,7700,0.1963545173667285
paper δ=1.29,1.29,7720,0.19825365060717104
paper δ=1.29,1.29,7740,0.20014601456551873
paper δ=1.29,1.29,7760,0.20203164296512455
paper δ=1.29,1.29,7780,0.2039105693194756
paper δ=1.29,1.29,7800,0.20578282692545713
paper δ=1.29,1.29,7820,0.2076484488804624
paper δ=1.29,1.29,7840,0.20950746806019538
paper δ=1.29,1.29,7860,0.21135991714365332
paper δ=1.29,1.29,7880,0.213205828600195
paper δ=1.29,1.29,7900,0.21504523469602077
paper δ=1.29,1.29,7920,0.21687816749769695
paper δ=1.29,1.29,7940,0.21870465886664192
paper δ=1.29,1.29,7960,0.22052474046716952
paper δ=1.29,1.29,7980,0.2223384437687912
paper δ=1.29,1.29,8000,0.22414580004121376
paper δ=1.57,1.57,20,-1.1494752551861547
paper δ=1.57,1.57,40,6.70540960386982
paper δ=1.57,1.57,60,21.035922863044494
paper δ=1.57,1.57,80,27.676122343323424
paper δ=1.57,1.57,100,33.32924594350609
paper δ=1.57,1.57,120,39.73947175674998
paper δ=1.57,1.57,140,47.09413617816806
paper δ=1.57,1.57,160,55.57640300237656
paper δ=1.57,1.57,180,65.3488736810349
paper δ=1.57,1.57,200,76.55991735581567
paper δ=1.57,1.57,220,89.34883456000813
paper δ=1.57,1.57,240,103.84696703758925
paper δ=1.57,1.57,260,120.17665375440507
paper δ=1.57,1.57,280,138.44972221058234
paper δ=1.57,1.57,300,158.7671189888669
paper δ=1.57,1.57,320,181.22101451989988
paper δ=1.57,1.57,340,205.9002190300906
paper δ=1.57,1.57,360,232.8991441058549
paper δ=1.57,1.57,380,262.33002172620644
paper δ=1.57,1.57,400,294.3378083972303
paper δ=1.57,1.57,420,329.11723738141086
paper δ=1.57,1.57,440,366.9318333322427
paper δ=1.57,1.57,460,408.13531411657664
paper δ=1.57,1.57,480,453.1966166147147
paper δ=1.57,1.57,500,502.73079269503427
paper δ=1.57,1.57,520,557.5393246204798
paper δ=1.57,1.57,540,618.6652508075779
paper δ=1.57,1.57,560,687.4713465239016
paper δ=1.57,1.57,580,765.7543372806771
paper δ=1.57,1.57,600,855.916360160003
paper δ=1.57,1.57,620,961.2298204403241
paper δ=1.57,1.57,640,1086.2600251403908
paper δ=1.57,1.57,660,1237.5660277065317
paper δ=1.57,1.57,680,1424.9180492266692
paper δ=1.57,1.57,700,592.7369954096363
paper δ=1.57,1.57,720,273.3758852132448
paper δ=1.57,1.57,740,233.37383826738272
paper δ=1.57,1.57,760,233.6802991510047
paper δ=1.57,1.57,780,236.12653364849595
paper δ=1.57,1.57,800,242.20588599273137
paper δ=1.57,1.57,820,249.62003413430682
paper δ=1.57,1.57,840,257.3866100175812
paper δ=1.57,1.57,860,265.64194534913395
paper δ=1.57,1.57,880,274.2651949203933
paper δ=1.57,1.57,900,283.2632009970036
paper δ=1.57,1.57,920,292.670979462642
paper δ=1.57,1.57,940,302.51501951990036
paper δ=1.57,1.57,960,312.832957617819
paper δ=1.57,1.57,980,323.6649478493346
paper δ=1.57,1.57,1000,335.0545659231009
paper δ=1.57,1.57,1020,347.04986842632013
paper δ=1.57,1.57,1040,359.7035475376441
paper δ=1.57,1.57,1060,373.07382308214255
paper δ=1.57,1.57,1080,387.22529872299157
paper δ=1.57,1.57,1100,402.2299729113357
paper δ=1.57,1.57,1120,418.1684513837655
paper δ=1.57,1.57,1140,435.13136774251257
paper δ=1.57,1.57,1160,453.221080810339
paper δ=1.57,1.57,1180,472.55371074796744
paper δ=1.57,1.57,1200,493.2615989982024
paper δ=1.57,1.57,1220,515.4963024048678
paper δ=1.57,1.57,1240,539.432263962254
paper δ=1.57,1.57,1260,565.2713480537523
paper δ=1.57,1.57,1280,593.2484894926664
paper δ=1.57,1.57,1300,623.6387908636683
paper δ=1.57,1.57,1320,656.7665223616166
paper δ=1.57,1.57,1340,693.016648494113
paper δ=1.57,1.57,1360,732.8497510827337
paper δ=1.57,1.57,1380,776.8215778905974
paper δ=1.57,1.57,1400,825.6089813159475
paper δ=1.57,1.57,1420,880.0448261296536
paper δ=1.57,1.57,1440,941.1657060254565
paper δ=1.57,1.57,1460,1010.2783104779836
paper δ=1.57,1.57,1480,1089.0535403386702
paper δ=1.57,1.57,1500,1179.6629213653937
paper δ=1.57,1.57,1520,1284.981291722242
paper δ=1.57,1.57,1540,1408.8966364841992
paper δ=1.57,1.57,1560,1556.7995373651113
paper δ=1.57,1.57,1580,1736.3867092551873
paper δ=1.57,1.57,1600,1959.0419331817425
paper δ=1.57,1.57,1620,2242.344291175662
paper δ=1.57,1.57,1640,2614.9464134804307
paper δ=1.57,1.57,1660,3126.923730111574
paper δ=1.57,1.57,1680,3874.398784155009
paper δ=1.57,1.57,1700,5068.269734191096
paper δ=1.57,1.57,1720,7278.421211092776
paper δ=1.57,1.57,1740,12763.37413215204
paper δ=1.57,1.57,1760,49598.58094411604
paper δ=1.57,1.57,1780,-0.39885200343996985
paper δ=1.57,1.57,1800,-0.3931318842096516
paper δ=1.57,1.57,1820,-0.3874424003952299
paper δ=1.57,1.57,1840,-0.3817833977400369
paper δ=1.57,1.57,1860,-0.3761547210860954
paper δ=1.57,1.57,1880,-0.37055621442732445
paper δ=1.57,1.57,1900,-0.3649877209745682
paper δ=1.57,1.57,1920,-0.3594490832306292
paper δ=1.57,1.57,1940,-0.35394014304074517
paper δ=1.57,1.57,1960,-0.34846074167876395
paper δ=1.57,1.57,1980,-0.3430107198901169
paper δ=1.57,1.57,2000,-0.33758991797094495
paper δ=1.57,1.57,2020,-0.3321981758210768
paper δ=1.57,1.57,2040,-0.32683533299859846
paper δ=1.57,1.57,2060,-0.3215012287901118
paper δ=1.57,1.57,2080,-0.3161957022502975
paper δ=1.57,1.57,2100,-0.3109185922655797
paper δ=1.57,1.57,2120,-0.3056697376030115
paper δ=1.57,1.57,2140,-0.3004489769589327
paper δ=1.57,1.57,2160,-0.29525614900160235
paper δ=1.57,1.57,2180,-0.2900910924255413
paper δ=1.57,1.57,2200,-0.2849536459848423
paper δ=1.57,1.57,2220,-0.27984364854194155
paper δ=1.57,1.57,2240,-0.2747609391036576
paper δ=1.57,1.57,2260,-0.26970535686416497
paper δ=1.57,1.57,2280,-0.26467674123023244
paper δ=1.57,1.57,2300,-0.2596749318759066
paper δ=1.57,1.57,2320,-0.2546997687501289
paper δ=1.57,1.57,2340,-0.24975109213016822
paper δ=1.57,1.57,2360,-0.24482874263537724
paper δ=1.57,1.57,2380,-0.23993256127789664
paper δ=1.57,1.57,2400,-0.23506238945913083
paper δ=1.57,1.57,2420,-0.23021806903011566
paper δ=1.57,1.57,2440,-0.22539944228356035
paper δ=1.57,1.57,2460,-0.22060635200080014
paper δ=1.57,1.57,2480,-0.21583864147066834
paper δ=1.57,1.57,2500,-0.21109615449915964
paper δ=1.57,1.57,2520,-0.20637873544535523
paper δ=1.57,1.57,2540,-0.20168622922301438
paper δ=1.57,1.57,2560,-0.19701848134252486
paper δ=1.57,1.57,2580,-0.19237533790328598
paper δ=1.57,1.57,2600,-0.18775664562542715
paper δ=1.57,1.57,2620,-0.1831622518615177
paper δ=1.57,1.57,2640,-0.17859200461577984
paper δ=1.57,1.57,2660,-0.17404575254386145
paper δ=1.57,1.57,2680,-0.16952334498398614
paper δ=1.57,1.57,2700,-0.16502463195774908
paper δ=1.57,1.57,2720,-0.16054946418239524
paper δ=1.57,1.57,2740,-0.15609769308747445
paper δ=1.57,1.57,2760,-0.15166917082228792
paper δ=1.57,1.57,2780,-0.14726375025759353
paper δ=1.57,1.57,2800,-0.14288128501510755
paper δ=1.57,1.57,2820,-0.13852162944550628
paper δ=1.57,1.57,2840,-0.134184638669808
paper δ=1.57,1.57,2860,-0.12987016855845468
paper δ=1.57,1.57,2880,-0.12557807575404922
paper δ=1.57,1.57,2900,-0.12130821767169664
paper δ=1.57,1.57,2920,-0.11706045250872421
paper δ=1.57,1.57,2940,-0.11283463924269199
paper δ=1.57,1.57,2960,-0.10863063764816161
paper δ=1.57,1.57,2980,-0.10444830828475915
paper δ=1.57,1.57,3000,-0.10028751251633139
paper δ=1.57,1.57,3020,-0.09614811250628463
paper δ=1.57,1.57,3040,-0.09202997121917633
